placeId,name,categoryMain,categoryMid,categorySub,placeType,placeKind,placeRank,mainActivity,functionTags,roadAddress,jibunAddress,latitude,longitude,indoorOutdoor,indoorOutdoorCode,capacity,parkingCapacity,publicFacilities,accidentSummary1km,accidentSummaryNews,isIsland,islandName,ferryPort,ferryMinutes,halfDayRequired,feeGeneral,feeDisabled,openHours,closedDays,durationMin,homepage,eventStatus2026,eventMonthStart,eventMonthEnd,eventDate2026,eventScheduleConfidence,eventPeriodNote,recommendable,recommendExcludeReason,ferryTrips,islandAccessNote,facilityNature,note
P357,서귀포해안,자연관광,해양,해안경관,Area,AREA,LOCAL,경관감상·산책,"해양경관,야외",도로명주소 미보유,제주특별자치도 서귀포시 법환동 90,33.2425778,126.5191815,실외,OUTDOOR,10000,100,주차장+화장실+샤워장,UNKNOWN,지역주민(1): 해양위험(1),UNKNOWN,,,,,,,,,,,UNKNOWN,,,,,,Y,,,,,UNKNOWN
P358,제주올레 7코스,자연관광,트레일·산책로,올레길,Place,SPOT,LOCAL,산책·트레킹,"도보,장거리트레킹",제주특별자치도 서귀포시 남성로 62,제주특별자치도 서귀포시 서홍동 795-1,33.240437,126.548225,실외,OUTDOOR,5000,UNKNOWN,화장실+안전시설+안내소+쉼터+안내시설+주차장,"낙상(24), 교통사고(22), 기타 둔상(4)",미상(1): 미끄럼/낙상(1),UNKNOWN,,,,,,,,,,,UNKNOWN,,,,,,Y,,,,,UNKNOWN
P359,황우지해안,자연관광,해양,해안경관,Place,SPOT,LOCAL,경관감상·산책,"해양경관,야외",도로명주소 미보유,제주특별자치도 서귀포시 서홍동 766-1,33.241566,126.54981,실외,OUTDOOR,1874,30,주차장+화장실+안내시설,"낙상(24), 교통사고(22), 기타 둔상(4)",지역주민(1): 해양위험(1),UNKNOWN,,,,,,,,,,,UNKNOWN,,,,,,Y,,,,,UNKNOWN
P360,걸매생태공원,자연관광,숲·공원,공원,Place,SPOT,LOCAL,산책·관람,"자연경관,휴식",제주특별자치도 서귀포시 서홍로 4-42,제주특별자치도 서귀포시 서홍동 1207,33.252176,126.554528,실외,OUTDOOR,5000,27,주차장+화장실+음수대+안내시설,"낙상(24), 교통사고(22), 기타 둔상(4)",,UNKNOWN,,,,,,,,,,,UNKNOWN,,,,,,Y,,,,,UNKNOWN
P361,구엄리돌염전,자연관광,자연경관,일반자연관광,Place,SPOT,LOCAL,경관감상·산책,"자연경관,야외",제주특별자치도 제주시 애월읍 애월해안로 708,제주특별자치도 제주시 애월읍 구엄리 1254-1,33.482922,126.377408,실외,OUTDOOR,1078,20,주차장+화장실+안내시설,"낙상(16), 교통사고(14), 동물/곤충(3)",,UNKNOWN,,,,,,,,,,,UNKNOWN,,,,,,Y,,,,,UNKNOWN
P362,구엄포구,자연관광,해양,포구,Place,SPOT,LOCAL,경관감상·산책,"해양경관,야외",도로명주소 미보유,제주특별자치도 제주시 애월읍 구엄리 704,33.479736,126.381935,실외,OUTDOOR,1000,30,주차장+화장실,"낙상(16), 교통사고(14), 동물/곤충(3)",불특정다수(1): 교통위험(1) / 미상(1): 해양위험(1) / 지역주민(1): 추락(1),UNKNOWN,,,,,,,,,,,UNKNOWN,,,,,,Y,,,,,UNKNOWN
P363,그린크루즈(산방산유람선),체험·레저,관광체험,유람선,Activity,VENUE,RELATED,유람선탑승,"유람선,해양레저",제주특별자치도 서귀포시 안덕면 화순해안로106번길 16,제주특별자치도 서귀포시 안덕면 화순리 636-15,33.236866,126.335193,실외,OUTDOOR,1182,UNKNOWN,주차장+화장실+매표소+대합실+안내시설,"교통사고(241), 낙상(198), 기타 둔상(45)",,UNKNOWN,,,,,,,,,,,UNKNOWN,,,,,,Y,,,,,UNKNOWN
P364,미천굴,자연관광,지질·특수자원,동굴,Place,SPOT,LOCAL,경관감상·탐방,"자연경관,야외",제주특별자치도 서귀포시 성산읍 중산간동로 4150-30,제주특별자치도 서귀포시 성산읍 삼달리 1010,33.382276,126.84183,실내,INDOOR,3000,150,주차장+화장실+매표소+안내시설,"낙상(8), 교통사고(4), 기타 둔상(1)",,UNKNOWN,,,,,,,,,,,UNKNOWN,,,,,,Y,,,,,UNKNOWN
P365,서복전시관,문화·전시,전시시설,전시시설,Place,SPOT,GENERAL,관람,"문화,실내관람",제주특별자치도 서귀포시 칠십리로 156-8,제주특별자치도 서귀포시 서귀동 100-2,33.2447056252121,126.570942078269,실내,INDOOR,1000,30,주차장+화장실+쉼터+안내시설,"낙상(91), 교통사고(37), 상해(25)",,UNKNOWN,,,,,,,,,,,UNKNOWN,,,,,,Y,,,,,UNKNOWN
P366,서영아리오름/용와이오름,자연관광,산·오름,오름,Place,SPOT,LOCAL,등산·트레킹,"전망,등산",도로명주소 미보유,제주특별자치도 서귀포시 안덕면 상천리 산22,33.3270871368144,126.400841145766,실외,OUTDOOR,800,30,주차장+안내시설,"교통사고(17), 낙상(6), 기타 둔상(1)",,UNKNOWN,,,,,,,,,,,UNKNOWN,,,,,,Y,,,,,UNKNOWN
P367,신창리포구,자연관광,해양,포구,Place,SPOT,LOCAL,경관감상·산책,"해양경관,야외",도로명주소 미보유,제주특별자치도 제주시 한경면 신창리 348-13,33.345325,126.185526,실외,OUTDOOR,800,UNKNOWN,주차장+화장실,"교통사고(12), 낙상(7), 기타 둔상(2)",지역주민(1): 익수위험(1),UNKNOWN,,,,,,,,,,,UNKNOWN,,,,,,Y,,,,,UNKNOWN
P368,외돌개,자연관광,자연경관,일반자연관광,Place,SPOT,LOCAL,경관감상·산책,"자연경관,야외",도로명주소 미보유,제주특별자치도 서귀포시 서홍동 791,33.240063,126.5457276,실외,OUTDOOR,3000,30,주차장+화장실+안내시설,"낙상(24), 교통사고(22), 기타 둔상(4)",관광객(외국인)(1): 해양위험(1) / 미상(2): 추락(2) / 지역주민(1): 시설위험(1),UNKNOWN,,,,,,,,,,,UNKNOWN,,,,,,Y,,,,,UNKNOWN
P369,일출랜드,체험·레저,테마시설,테마파크,Place,SPOT,LOCAL,체험·관람,체험,제주특별자치도 서귀포시 성산읍 중산간동로 4150-30,제주특별자치도 서귀포시 성산읍 삼달리 1010,33.38196,126.841981,실외,OUTDOOR,3000,150,주차장+화장실+음수대+안내시설,"낙상(8), 교통사고(4), 기타 둔상(1)",,UNKNOWN,,,,,9000,7000,09:00~17:30,연중무휴,1시간30분,,UNKNOWN,,,,,,Y,,,,,UNKNOWN
P370,테디베어하우스 테지움,체험·레저,테마시설,캐릭터 테마관,Place,SPOT,GENERAL,관람·체험,실내,제주특별자치도 제주시 애월읍 평화로 2159,제주특별자치도 제주시 애월읍 소길리 155-106,33.412225,126.393651,실내,INDOOR,1000,UNKNOWN,주차장+화장실+수유실+엘리베이터,"교통사고(349), 낙상(204), 기타 둔상(48)",,UNKNOWN,,,,,10500,4500,8:30~19:00,연중무휴,1시간~1시간 30분,,UNKNOWN,,,,,,Y,,,,브랜드 홍보·체험관,UNKNOWN
P371,하멜기념비,문화·전시,문화유산,문화공간,Place,SPOT,LOCAL,관람,문화,도로명주소 미보유,제주특별자치도 서귀포시 안덕면 사계리 112-3,33.23286,126.314064,실외,OUTDOOR,209,70,주차장+화장실+안내시설,"낙상(49), 교통사고(31), 추락(7)",,UNKNOWN,,,,,,,,,,,UNKNOWN,,,,,,Y,,,,,UNKNOWN
P372,황우지해안 열두굴,자연관광,해양,해안경관,Place,SPOT,LOCAL,경관감상·산책,"해양경관,야외",도로명주소 미보유,제주특별자치도 서귀포시 서홍동 764-1,33.23915,126.54786,실외,OUTDOOR,300,30,주차장+안내시설,"낙상(24), 교통사고(22), 기타 둔상(4)",미상(1): 익수위험(1),UNKNOWN,,,,,,,,,,,UNKNOWN,,,,,,Y,,,,,UNKNOWN
P373,개오리오름,자연관광,산·오름,오름,Place,SPOT,LOCAL,등산·트레킹,"전망,등산",제주특별자치도 제주시 명림로 584,제주특별자치도 제주시 봉개동 산78-1,33.4400492,126.6252036,실외,OUTDOOR,1500,UNKNOWN,안내시설,"낙상(24), 교통사고(22), 추락(2)",,UNKNOWN,,,,,,,,,,,UNKNOWN,,,,,,Y,,,,,UNKNOWN
P374,고내리포구,자연관광,해양,포구,Place,SPOT,LOCAL,경관감상·산책,"해양경관,야외",도로명주소 미보유,제주특별자치도 제주시 애월읍 고내리,33.467395,126.337616,실외,OUTDOOR,1048,12,주차장+화장실,"교통사고(26), 낙상(24), 기타 둔상(8)","미상(1): 추락(1) / 지역주민(2): 자연환경/야생동물(1), 풍랑(1) / 근로자(2): 익수위험(1), 해양사고(1)",UNKNOWN,,,,,,,,,,,UNKNOWN,,,,,,Y,,,,,UNKNOWN
P375,금룡사,문화·전시,문화유산,문화공간,Place,SPOT,LOCAL,관람,문화,제주특별자치도 제주시 구좌읍 김녕로 148-11,제주특별자치도 제주시 구좌읍 김녕리 1145-49,33.5537748,126.753749,실내,INDOOR,250,20,주차장+화장실+안내시설,"낙상(24), 교통사고(18), 동물/곤충(10)",,UNKNOWN,,,,,,,,,,,UNKNOWN,,,,,,Y,,,,,UNKNOWN
P376,금룡사템플스테이,체험·레저,관광체험,템플스테이,Event,EVENT,GENERAL,체험·관람,문화·채험,제주특별자치도 제주시 구좌읍 김녕로 148-11,제주특별자치도 제주시 구좌읍 김녕리 1145-49,33.55384,126.75357,실외,OUTDOOR,30,20,주차장+화장실+안내시설,"교통사고(207), 낙상(183), 동물/곤충(34)",,UNKNOWN,,,,,,,,,,,○,,,,SEASONAL_ONLY,금룡사 템플스테이 — 상설 프로그램 성격,N,"2026년 구체 일정 미공표 — 개최 시기만 추정, 추천 제외",,,,UNKNOWN
P377,김녕해수욕장야영장,숙박시설,기타숙박,기타숙박,Place,SPOT,CENTRAL·RELATED,숙박,숙박,제주특별자치도 제주시 구좌읍 해맞이해안로 7-6,제주특별자치도 제주시 구좌읍 김녕리 497-4,33.556968,126.760193,실외,OUTDOOR,6957,200,주차장+화장실+샤워장+탈의실+음수대,UNKNOWN,,UNKNOWN,,,,,,,,,,,UNKNOWN,,,,,,Y,,,,,UNKNOWN
P378,남원문화의거리,상업·쇼핑,거리상권,관광거리,Area,AREA,CENTRAL,산책·쇼핑,"도보,쇼핑",제주특별자치도 서귀포시 이중섭로 41,제주특별자치도 서귀포시 남원읍 남원리 128-17,33.276055,126.71283,실외,OUTDOOR,1000,UNKNOWN,화장실+쉼터+식음료시설+안내시설,"낙상(31), 교통사고(19), 기타 둔상(4)",지역주민(1): 화재/폭발(1),UNKNOWN,,,,,,,,,,,UNKNOWN,,,,,,Y,,,,,UNKNOWN
P379,보리오름,자연관광,산·오름,오름,Place,SPOT,LOCAL,등산·트레킹,"전망,등산",도로명주소 미보유,제주특별자치도 서귀포시 남원읍 신례리 산2-1,33.3641266493346,126.605070169993,실외,OUTDOOR,500,UNKNOWN,확인필요,"교통사고(36), 낙상(27), 기타 둔상(9)",,UNKNOWN,,,,,,,,,,,UNKNOWN,,,,,,Y,,,,,UNKNOWN
P380,산방굴사,문화·전시,문화유산,역사유적,Place,SPOT,LOCAL,관람,역사문화,제주특별자치도 서귀포시 안덕면 산방로 218-12,제주특별자치도 서귀포시 안덕면 사계리 3693,33.2372301251078,126.313334855618,실외,OUTDOOR,3000,200,주차장+화장실+매표소+안내시설,"낙상(49), 교통사고(31), 추락(7)",,UNKNOWN,,,,,,,,,,,UNKNOWN,,,,,,Y,,,,,UNKNOWN
P381,옹포천,자연관광,자연경관,일반자연관광,Place,SPOT,LOCAL,경관감상·산책,"자연경관,야외",도로명주소미보유,제주특별자치도 제주시 한림읍 옹포리 282,33.4063539937368,126.258069251397,실외,OUTDOOR,500,UNKNOWN,주차장+화장실+탈의실,"교통사고(13), 낙상(4), 기타 둔상(1)",,UNKNOWN,,,,,,,,,,,UNKNOWN,,,,,,Y,,,,,UNKNOWN
P382,최영장군사당,문화·전시,문화유산,역사유적,Place,SPOT,LOCAL,관람,역사문화,제주특별자치도 제주시 추자면 대서3길 10,제주특별자치도 제주시 추자면 대서리 368-1,33.964085,126.295525,실외,OUTDOOR,39,20,주차장+안내시설,"낙상(4), 익수(1), 관통상(1)",,UNKNOWN,,,,,,,,,,,UNKNOWN,,,,,,Y,,,,,UNKNOWN
P383,추사유배길-1코스 집념의길,문화·전시,문화유산,문화공간,Place,SPOT,LOCAL,관람,문화,제주특별자치도 서귀포시 대정읍 추사로 44,제주특별자치도 서귀포시 대정읍 안성리 1661-1,33.25022,126.27838,실외,OUTDOOR,2000,UNKNOWN,주차장+화장실+안내시설+쉼터,"교통사고(3), 낙상(3), 기타 둔상(2)",,UNKNOWN,,,,,,,,,,,UNKNOWN,,,,,,Y,,,,,UNKNOWN
P384,추사유배길-2코스 인연의길,문화·전시,문화유산,문화공간,Place,SPOT,LOCAL,관람,문화,제주특별자치도 제주시 한경면 낙수로 228-9,제주특별자치도 제주시 한경면 청수리 2186,33.319798,126.23731,실외,OUTDOOR,2000,UNKNOWN,주차장+화장실+안내시설+쉼터,"교통사고(7), 낙상(3), 말달구지(2)",,UNKNOWN,,,,,,,,,,,UNKNOWN,,,,,,Y,,,,,UNKNOWN
P385,추사유배길-3코스 사색의길,문화·전시,문화유산,문화공간,Place,SPOT,LOCAL,관람,문화,제주특별자치도 서귀포시 안덕면 향교로 165-17,제주특별자치도 서귀포시 안덕면 사계리 3126-1,33.239353,126.28839,실외,OUTDOOR,2500,UNKNOWN,주차장+화장실+안내시설,"낙상(49), 교통사고(31), 추락(7)",,UNKNOWN,,,,,,,,,,,UNKNOWN,,,,,,Y,,,,,UNKNOWN
P386,통일관,문화·전시,문화유산,문화공간,Place,SPOT,LOCAL,관람,문화,제주특별자치도 제주시 삼성로 46,제주특별자치도 제주시 일도이동 968-2,33.5067485,126.5307225,실내,INDOOR,189,30,주차장+화장실+안내시설,"낙상(13), 교통사고(6), 기타 둔상(2)",,UNKNOWN,,,,,,,,,,,UNKNOWN,,,,,,Y,,,,,UNKNOWN
P387,4.3해원방사탑,문화·전시,문화유산,문화공간,Place,SPOT,LOCAL,관람,문화,도로명주소미보유,제주특별자치도 제주시 용담삼동 2580-55,33.5134019534296,126.484289502317,실외,OUTDOOR,256,70,안내소+주차장+화장실+안내시설,"낙상(20), 교통사고(12), 열상(5)",,UNKNOWN,,,,,,,,,,,UNKNOWN,,,,,,Y,,,,,UNKNOWN
P388,귀덕연대,문화·전시,문화유산,역사유적,Place,SPOT,LOCAL,관람,역사문화,제주특별자치도 제주시 한림읍 귀덕14길 14-5,제주특별자치도 제주시 한림읍 귀덕리 1118,33.44282,126.29334,실외,OUTDOOR,138,15,주차장+화장실+안내시설,"낙상(18), 교통사고(16), 열상(7)",,UNKNOWN,,,,,,,,,,,UNKNOWN,,,,,,Y,,,,,UNKNOWN
P389,그리스신화박물관/트릭아이미술관,문화·전시,전시시설,미술관,Place,SPOT,GENERAL,관람,"문화,실내관람",제주특별자치도 제주시 한림읍 광산로 942,제주특별자치도 제주시 한림읍 금악리 산 30-12,33.347623,126.356881,실내,INDOOR,1000,UNKNOWN,주차장+화장실+매표소+안내시설,"낙상(170), 교통사고(167), 기타 둔상(33)",,UNKNOWN,,,,,12000,9000,09:00~18:00,연중무휴,1시간30분,,UNKNOWN,,,,,,Y,,,,상업 전시·테마시설,UNKNOWN
P390,독자봉,자연관광,산·오름,오름,Place,SPOT,LOCAL,등산·트레킹,"전망,등산",도로명주소 미보유,제주특별자치도 서귀포시 성산읍 신산리 1785,33.387711,126.854177,실외,OUTDOOR,800,UNKNOWN,안내시설+쉼터,"교통사고(13), 낙상(1), 추락(1)",,UNKNOWN,,,,,,,,,,,UNKNOWN,,,,,,Y,,,,,UNKNOWN
P391,동알오름,자연관광,산·오름,오름,Place,SPOT,LOCAL,등산·트레킹,"전망,등산",도로명주소 미보유,제주특별자치도 서귀포시 대정읍 상모리 153,33.207144,126.28888,실외,OUTDOOR,500,UNKNOWN,안내시설,"낙상(24), 교통사고(13), 기타 둔상(1)",,UNKNOWN,,,,,,,,,,,UNKNOWN,,,,,,Y,,,,,UNKNOWN
P392,물메(물미·수산봉),자연관광,산·오름,오름,Place,SPOT,LOCAL,등산·트레킹,"전망,등산",도로명주소 미보유,제주특별자치도 제주시 애월읍 수산리 산1-1,33.473759,126.384683,실외,OUTDOOR,1000,UNKNOWN,쉼터,"교통사고(5), 낙상(2), 추락(2)",불특정다수(1): 교통위험(1) / 지역주민(1): 교통위험(1),UNKNOWN,,,,,,,,,,,UNKNOWN,,,,,,Y,,,,,UNKNOWN
P393,청수성결교회,문화·전시,문화유산,문화공간,Place,SPOT,LOCAL,관람,문화,제주특별자치도 제주시 한경면 대한로 1067 청수성결교회,제주특별자치도 제주시 한경면 청수리 1535,33.3207912115994,126.248028701106,실내,INDOOR,78,UNKNOWN,주차장+화장실+안내시설,"교통사고(7), 낙상(3), 말달구지(2)",,UNKNOWN,,,,,,,,,,,UNKNOWN,,,,,,Y,,,,,UNKNOWN
P394,대정면 4.3사건 위령비,문화·전시,문화유산,역사유적,Place,SPOT,LOCAL,관람,역사문화,제주특별자치도 서귀포시 대정읍 동일하모로 158-3,제주특별자치도 서귀포시 대정읍 하모리 1224,33.225353,126.248486,실외,OUTDOOR,15,UNKNOWN,안내시설,"낙상(29), 상해(10), 교통사고(9)",,UNKNOWN,,,,,,,,,,,UNKNOWN,,,,,,Y,,,,,UNKNOWN
P395,제주국제관악제,문화·전시,축제·행사,지역행사,Event,EVENT,LOCAL,행사참여·관람,"행사,체험",도로명주소미보유,제주특별자치도 제주시 일도이동 852,33.504309,126.535386,실내,INDOOR,5000,100,주차장+화장실+매표소+안내소,UNKNOWN,,UNKNOWN,,,,,,,,,,,○,8,8,2026-08-07~2026-08-15,CONFIRMED,"제31회 여름시즌, 주제 「섬, 바람의 울림」. 제주문예회관·탑동해변공연장 등 도내 일원. 28개국 3,900여 명 참가. 제21회 국제관악·타악콩쿠르 동시 개최",Y,,,,,UNKNOWN
P396,제주국제마라톤축제,문화·전시,축제·행사,지역행사,Event,EVENT,LOCAL,행사참여·관람,"행사,체험",도로명주소미보유,제주특별자치도 제주시 구좌읍 김녕리 497-1,33.504309,126.535386,실외,OUTDOOR,5000,UNKNOWN,주차장+화장실+음수대+안내소,UNKNOWN,불특정다수(1): 혼잡위험(1),UNKNOWN,,,,,,,,,,,○,10,11,,SEASONAL_ONLY,제주국제마라톤,N,"2026년 구체 일정 미공표 — 개최 시기만 추정, 추천 제외",,,,UNKNOWN
P397,제주문예회관,문화·전시,전시시설,전시시설,Place,SPOT,GENERAL,관람,"문화,실내관람",제주특별자치도 제주시 동광로 69,제주특별자치도 제주시 일도이동 852,33.5043089,126.5353859,실내,INDOOR,722,100,주차장+화장실+안내시설,"낙상(13), 교통사고(6), 기타 둔상(2)",,UNKNOWN,,,,,,,,,,,UNKNOWN,,,,,,Y,,,,,UNKNOWN
P398,종달리해변,자연관광,해양,해변,Place,SPOT,LOCAL,산책·해변활동,"해양경관,야외",제주특별자치도 제주시 구좌읍 해맞이해안로 2281,제주특별자치도 제주시 구좌읍 종달리 484-9,33.496294,126.909862,실외,OUTDOOR,2609,45,주차장+화장실,"교통사고(29), 낙상(11), 기타 둔상(3)",미상(1): 익수위험(1),UNKNOWN,,,,,,,,,,,UNKNOWN,,,,,,Y,,,,,UNKNOWN
P399,기독교순례길 4코스(화해의길),자연관광,트레일·산책로,일반산책로,Place,SPOT,LOCAL,산책·트레킹,도보,제주특별자치도 서귀포시 대정읍 추사로36번길 11,제주특별자치도 서귀포시 대정읍 안성리 1639,33.251045,126.279675,실외,OUTDOOR,3000,66,주차장+화장실+안내시설+쉼터,"교통사고(3), 낙상(3), 기타 둔상(2)",,UNKNOWN,,,,,,,,,,,UNKNOWN,,,,,,Y,,,,,UNKNOWN
P400,김녕 청굴물,자연관광,지질·특수자원,동굴,Place,SPOT,RELATED·LOCAL,경관감상·탐방,"자연경관,야외",제주특별자치도 제주시 구좌읍 김녕로1길 75-1,제주특별자치도 제주시 구좌읍 김녕리 1296,33.557968,126.75137,실외,OUTDOOR,81,UNKNOWN,안내시설,"낙상(24), 교통사고(18), 동물/곤충(10)",,UNKNOWN,,,,,,,,,,,UNKNOWN,,,,,,Y,,,,,UNKNOWN
P401,신산공원,자연관광,숲·공원,공원,Place,SPOT,LOCAL,산책·관람,"자연경관,휴식",제주특별자치도 제주시 신산로 92-12,제주특별자치도 제주시 일도이동 830,33.507198,126.533181,실외,OUTDOOR,5000,UNKNOWN,주차장+화장실+쉼터,"낙상(13), 교통사고(6), 기타 둔상(2)",지역주민(1): 화재/폭발(1),UNKNOWN,,,,,,,,,,,UNKNOWN,,,,,,Y,,,,,UNKNOWN
P402,온평리 환해장성,자연관광,자연경관,일반자연관광,Place,SPOT,LOCAL,경관감상·산책,"자연경관,야외",제주특별자치도 제주시 조천읍 교래3길 98,제주특별자치도 서귀포시 성산읍 온평리 1191-1,33.4317951,126.6745239,실외,OUTDOOR,500,9,화장실+음수대+안내시설,"교통사고(19), 낙상(10), 기타 둔상(3)",미상(1): 시설/차량충돌(1),UNKNOWN,,,,,,,,,,,UNKNOWN,,,,,,Y,,,,,UNKNOWN
P403,한모살(표선백사장),문화·전시,문화유산,역사유적,Place,SPOT,RELATED·LOCAL,관람,역사문화,도로명주소 미보유,제주특별자치도 서귀포시 표선면 표선리 40-96,33.328748,126.836833,실외,OUTDOOR,20937,85,주차장+화장실+샤워장+안내시설,UNKNOWN,,UNKNOWN,,,,,,,,,,,UNKNOWN,,,,,,Y,,,,,UNKNOWN
P404,사라오름,자연관광,산·오름,오름,Place,SPOT,LOCAL,등산·트레킹,"전망,등산",도로명주소미보유,제주특별자치도 서귀포시 남원읍 신례리 산2-1,33.3641266493346,126.605070169993,실외,OUTDOOR,1000,151,주차장+화장실+안내소+음수대+안내시설,"교통사고(36), 낙상(27), 기타 둔상(9)",지역주민(1): 산악사고(1),UNKNOWN,,,,,,,,,,,UNKNOWN,,,,,,Y,,,,,UNKNOWN
